,CensusTract,LotArea,FootPrint,FloorSpace,AssessLand,SurfaceArea,Neighborhood,land-lot,lot-fp,s,p,f,l,r
1594,4028500,1156275.0,548569.555414,2726183.0,18331866.0,1701419.41528,Jackson Heights,545144.41528,607705.444586,1.6023,0.3224,4.9696,0.6796,0.4744
1595,4028700,1390819.0,815632.339639,3102795.0,28050369.0,2104983.11362,Jackson Heights,714164.11362,575186.660361,1.474,0.3875,3.8042,0.6607,0.5864
1596,4028800,6387291.0,1089822.60616,1487831.0,29703597.0,8797331.25483,Baisley Park,2410040.25483,5297468.39384,0.1691,0.1239,1.3652,0.726,0.1706
1597,4028900,1190937.0,710704.530693,2521311.0,20691017.0,1859020.46313,Jackson Heights,668083.46313,480232.469307,1.3563,0.3823,3.5476,0.6406,0.5968
1598,4029100,1573702.0,838391.511815,2754358.0,17241472.0,2757506.8396,Jackson Heights,1183804.8396,735310.488185,0.9989,0.304,3.2853,0.5707,0.5328
1599,4029300,757897.0,444425.683109,841620.0,8231149.0,1685392.72571,Woodside,927495.72571,313471.316891,0.4994,0.2637,1.8937,0.4497,0.5864
1600,4029400,7343123.0,2163948.64321,3182945.0,46273075.0,11455690.2362,Springfield Gardens North,4112567.2362,5179174.35679,0.2778,0.1889,1.4709,0.641,0.2947
1601,4029500,1276512.0,502601.994675,1600298.0,15860718.0,1972793.0638,Woodside,696281.0638,773910.005325,0.8112,0.2548,3.184,0.6471,0.3937
1602,4029700,2538585.0,1468897.35104,2480664.0,30114554.0,5495566.56382,Woodside,2956981.56382,1069687.64896,0.4514,0.2673,1.6888,0.4619,0.5786
1603,4029900,3774069.0,526428.035926,726333.0,31748400.0,4515403.27855,park-cemetery-etc-Queens,741334.27855,3247640.96407,0.1609,0.1166,1.3797,0.8358,0.1395
1605,4030902,2865797.0,1136679.56731,2839852.0,23855652.0,4454458.6623,Jackson Heights,1588661.6623,1729117.43269,0.6375,0.2552,2.4984,0.6434,0.3966
1606,4030903,2567886.0,1112837.5601,2343249.0,19112964.0,3785525.77252,Jackson Heights,1217639.77252,1455048.4399,0.619,0.294,2.1057,0.6783,0.4334
1607,4030904,2462515.0,887819.806927,1959782.0,22919395.0,4328478.14443,Jackson Heights,1865963.14443,1574695.19307,0.4528,0.2051,2.2074,0.5689,0.3605
1608,4031700,3154103.0,1254412.83001,2226929.0,20127029.0,7587313.78022,Steinway,4433210.78022,1899690.16999,0.2935,0.1653,1.7753,0.4157,0.3977
1609,4032000,5579734.0,2587902.10821,3687941.0,42813128.0,11179976.0161,Springfield Gardens South-Brookville,5600242.0161,2991831.89179,0.3299,0.2315,1.4251,0.4991,0.4638
1610,4032700,1089524.0,579232.507519,1182698.0,5676277.0,1623732.5912,Jackson Heights,534208.5912,510291.492481,0.7284,0.3567,2.0418,0.671,0.5316
1611,4032800,2410002.0,631438.539946,967676.0,8879568.0,3952889.77867,Laurelton,1542887.77867,1778563.46005,0.2448,0.1597,1.5325,0.6097,0.262
1612,4032900,2942491.0,1082302.76725,1749849.0,22352746.0,4703696.50051,Jackson Heights,1761205.50051,1860188.23275,0.372,0.2301,1.6168,0.6256,0.3678
1613,4033000,5801620.0,1846360.25072,2723048.0,24280156.0,8812000.37251,Springfield Gardens North,3010380.37251,3955259.74928,0.309,0.2095,1.4748,0.6584,0.3182
1614,4033100,29392782.0,2033089.74894,1662745.0,909686250.0,31527285.5908,Airport,2134503.5908,27359692.2511,0.0527,0.0645,0.8178,0.9323,0.0692
1615,4033401,2640741.0,908410.079539,1379531.0,10941122.0,6034825.01283,St. Albans,3394084.01283,1732330.92046,0.2286,0.1505,1.5186,0.4376,0.344
1616,4033402,6681820.0,1376539.41141,8021203.0,53154493.0,8160746.67852,Springfield Gardens North,1478926.67852,5305280.58859,0.9829,0.1687,5.8271,0.8188,0.206
1617,4033700,1089720.0,549875.60323,1113394.0,5584561.0,1623669.21558,Jackson Heights,533949.21558,539844.39677,0.6857,0.3387,2.0248,0.6711,0.5046
1618,4033900,1099171.0,533158.042917,1379225.0,9172766.0,1623371.59833,Jackson Heights,524200.59833,566012.957083,0.8496,0.3284,2.5869,0.6771,0.4851
1619,4034700,1806617.0,720715.889215,1125409.0,10803341.0,3982039.4979,Jackson Heights,2175422.4979,1085901.11079,0.2826,0.181,1.5615,0.4537,0.3989
1620,4035100,974668.0,546586.149639,1496305.0,8033533.0,1498730.09549,Jackson Heights,524062.09549,428081.850361,0.9984,0.3647,2.7375,0.6503,0.5608
1621,4035200,4101202.0,1377812.86285,1786533.0,24224383.0,6514364.169,St. Albans,2413162.169,2723389.13715,0.2742,0.2115,1.2966,0.6296,0.336
1622,4035300,993630.0,509694.180153,1049505.0,6884874.0,1670746.1329,East Elmhurst,677116.1329,483935.819847,0.6282,0.3051,2.0591,0.5947,0.513
1623,4035700,3394234.0,1247444.2316,2198535.0,23602024.0,6503535.12191,East Elmhurst,3109301.12191,2146789.7684,0.3381,0.1918,1.7624,0.5219,0.3675
1624,4035800,3758524.0,1267421.7365,1768708.0,15133876.0,5641713.79748,Laurelton,1883189.79748,2491102.2635,0.3135,0.2247,1.3955,0.6662,0.3372
1625,4036100,1034082.0,461711.156352,853405.0,6410847.0,1693934.95641,East Elmhurst,659852.95641,572370.843648,0.5038,0.2726,1.8484,0.6105,0.4465
1626,4036300,930180.0,421023.553811,794197.0,5811801.0,1449334.88849,East Elmhurst,519154.88849,509156.446189,0.548,0.2905,1.8863,0.6418,0.4526
1627,4036500,1127490.0,554835.631076,1048664.0,6329159.0,1787997.75905,East Elmhurst,660507.75905,572654.368924,0.5865,0.3103,1.89,0.6306,0.4921
1628,4036600,2419733.0,938535.795522,1463761.0,12817557.0,3983781.67175,St. Albans,1564048.67175,1481197.20448,0.3674,0.2356,1.5596,0.6074,0.3879
1629,4036700,1358276.0,583816.468836,991782.0,4836603.0,2109115.33496,East Elmhurst,750839.33496,774459.531164,0.4702,0.2768,1.6988,0.644,0.4298
1630,4036800,1671070.0,645184.666449,994272.0,7177790.0,2511265.28918,St. Albans,840195.28918,1025885.33355,0.3959,0.2569,1.5411,0.6654,0.3861
1631,4037100,1100095.0,437466.217814,693355.0,3410693.0,1941692.49161,East Elmhurst,841597.49161,662628.782186,0.3571,0.2253,1.5849,0.5666,0.3977
1632,4037300,1120469.0,516558.252551,1058512.0,10813586.0,2570489.24647,East Elmhurst,1450020.24647,603910.747449,0.4118,0.201,2.0492,0.4359,0.461
1633,4037500,966675.0,580950.685579,1277550.0,18498643.0,1649123.59276,North Corona,682448.59276,385724.314421,0.7747,0.3523,2.1991,0.5862,0.601
1634,4037600,5567418.0,1726300.62511,2393021.0,19548777.0,8230896.92056,St. Albans,2663478.92056,3841117.37489,0.2907,0.2097,1.3862,0.6764,0.3101
1635,4037700,1034474.0,517188.231424,1060000.0,7654349.0,1580389.22153,North Corona,545915.22153,517285.768576,0.6707,0.3273,2.0495,0.6546,0.5
1636,4037900,1403406.0,724710.188607,1609772.0,12257288.0,2120846.44733,North Corona,717440.44733,678695.811393,0.759,0.3417,2.2213,0.6617,0.5164
1637,4038100,1601230.0,741842.06948,1958867.0,16062953.0,3062918.88918,North Corona,1461688.88918,859387.93052,0.6395,0.2422,2.6405,0.5228,0.4633
1638,4038301,3806451.0,772706.531919,830762.0,28734750.0,6407119.97308,park-cemetery-etc-Queens,2600668.97308,3033744.46808,0.1297,0.1206,1.0751,0.5941,0.203
1639,4038302,35580437.0,1485095.56194,2538846.0,315639450.0,54759310.8272,park-cemetery-etc-Queens,19178873.8272,34095341.4381,0.0464,0.0271,1.7096,0.6498,0.0417
1640,4038400,2111780.0,665904.643555,978257.0,8363716.0,3206706.15323,St. Albans,1094926.15323,1445875.35645,0.3051,0.2077,1.4691,0.6586,0.3153
1641,4039400,2552483.0,843998.326974,1181893.0,10437031.0,3749394.04015,St. Albans,1196911.04015,1708484.67303,0.3152,0.2251,1.4003,0.6808,0.3307
1642,4039800,1394575.0,523250.863106,686306.0,4794013.0,2164072.42045,St. Albans,769497.42045,871324.136894,0.3171,0.2418,1.3116,0.6444,0.3752
1643,4039900,984513.0,460770.330346,1015714.0,8465138.0,1819609.05144,Corona,835096.05144,523742.669654,0.5582,0.2532,2.2044,0.5411,0.468
1644,4040000,1262784.0,444129.065332,604391.0,4452411.0,2112654.24603,St. Albans,849870.24603,818654.934668,0.2861,0.2102,1.3608,0.5977,0.3517
1645,4040100,1508237.0,796482.079866,1774671.0,12349450.0,2267584.44527,North Corona,759347.44527,711754.920134,0.7826,0.3512,2.2281,0.6651,0.5281
1646,4040200,1531241.0,558319.866924,677484.0,4537674.0,2352448.77113,St. Albans,821207.77113,972921.133076,0.288,0.2373,1.2134,0.6509,0.3646
1647,4040300,1424945.0,740017.932235,1779108.0,15771013.0,2137394.95431,North Corona,712449.95431,684927.067765,0.8324,0.3462,2.4041,0.6667,0.5193
1648,4040400,3339927.0,1070127.64655,1627288.0,13687340.0,5092779.1317,St. Albans,1752852.1317,2269799.35345,0.3195,0.2101,1.5206,0.6558,0.3204
1649,4040500,927809.0,541587.079176,1100635.0,14573185.0,1393598.34545,North Corona,465789.34545,386221.920824,0.7898,0.3886,2.0322,0.6658,0.5837
1650,4040700,1406671.0,808354.39382,1890202.0,10289658.0,2147774.73122,North Corona,741103.73122,598316.60618,0.8801,0.3764,2.3383,0.6549,0.5747
1651,4040900,1111229.0,584788.233163,1370124.0,15285937.0,1641232.54966,North Corona,530003.54966,526440.766837,0.8348,0.3563,2.3429,0.6771,0.5263
1652,4041100,869479.0,451070.16998,961334.0,4783777.0,1481730.57676,Corona,612251.57676,418408.83002,0.6488,0.3044,2.1312,0.5868,0.5188
1653,4041300,1000360.0,502758.148293,1119222.0,7609780.0,1709061.30136,Corona,708701.30136,497601.851707,0.6549,0.2942,2.2262,0.5853,0.5026
1654,4041400,3265912.0,1325231.20739,1926887.0,14639127.0,5132816.40318,South Jamaica,1866904.40318,1940680.79261,0.3754,0.2582,1.454,0.6363,0.4058
1655,4041500,1227304.0,565206.497341,1251911.0,10904129.0,1866262.03297,Corona,638958.03297,662097.502659,0.6708,0.3029,2.215,0.6576,0.4605
1656,4042400,3227489.0,1053021.06033,1316344.0,10272652.0,5544421.1937,St. Albans,2316932.1937,2174467.93967,0.2374,0.1899,1.2501,0.5821,0.3263
1657,4042600,5237490.0,355674.196757,931697.0,36847711.0,5575765.6398,St. Albans,338275.6398,4881815.80324,0.1671,0.0638,2.6195,0.9393,0.0679
1658,4042700,1111052.0,566008.6089,1301056.0,8559700.0,1838967.67938,Corona,727915.67938,545043.3911,0.7075,0.3078,2.2987,0.6042,0.5094
1659,4043200,1608978.0,463938.096382,684423.0,7787041.0,2600532.49812,St. Albans,991554.49812,1145039.90362,0.2632,0.1784,1.4752,0.6187,0.2883
1660,4043400,1272864.0,462988.523253,645761.0,4712719.0,2213959.9153,South Jamaica,941095.9153,809875.476747,0.2917,0.2091,1.3948,0.5749,0.3637
1661,4043701,855175.0,412820.300574,1268347.0,10669306.0,1615375.89078,Corona,760200.89078,442354.699426,0.7852,0.2556,3.0724,0.5294,0.4827
1662,4043702,1207261.0,638112.617133,2294306.0,12261853.0,1951899.30061,Corona,744638.30061,569148.382867,1.1754,0.3269,3.5955,0.6185,0.5286
1663,4043900,1114745.0,562815.605101,1319605.0,8212897.0,1772849.11114,Corona,658104.11114,551929.394899,0.7443,0.3175,2.3446,0.6288,0.5049
1664,4044000,2637553.0,1005701.09619,1427248.0,12241807.0,4055561.19685,South Jamaica,1418008.19685,1631851.90381,0.3519,0.248,1.4192,0.6504,0.3813
1665,4044301,836200.0,367862.593143,1356787.0,7773990.0,1437697.86661,Corona,601497.86661,468337.406857,0.9437,0.2559,3.6883,0.5816,0.4399
1666,4044302,1644320.0,948495.621625,2005073.0,17549130.0,2992542.39288,Corona,1348222.39288,695824.378375,0.67,0.317,2.114,0.5495,0.5768
1667,4044400,3989702.0,2681759.33451,4350800.0,40830787.0,9708088.77454,Jamaica,5718386.77454,1307942.66549,0.4482,0.2762,1.6224,0.411,0.6722
1668,4044601,1640918.0,1197297.4123,4583825.0,64016421.0,2419638.94695,Jamaica,778720.94695,443620.5877,1.8944,0.4948,3.8285,0.6782,0.7297
1669,4044602,1182009.0,591062.023507,1986148.0,21155501.0,1830580.37471,Jamaica,648571.37471,590946.976493,1.085,0.3229,3.3603,0.6457,0.5
1670,4044800,1513506.0,581630.824441,1197585.0,8482969.0,2240965.72164,Briarwood-Jamaica Hills,727459.72164,931875.175559,0.5344,0.2595,2.059,0.6754,0.3843
1671,4045000,1176485.0,500750.05074,714653.0,6675554.0,1819154.15771,Briarwood-Jamaica Hills,642669.15771,675734.94926,0.3928,0.2753,1.4272,0.6467,0.4256
1672,4045200,1464476.0,321894.861858,895742.0,15850710.0,2217107.87732,Briarwood-Jamaica Hills,752631.87732,1142581.13814,0.404,0.1452,2.7827,0.6605,0.2198
1673,4045400,2038907.0,666400.630142,1621135.0,20191316.0,2517110.83184,Briarwood-Jamaica Hills,478203.83184,1372506.36986,0.644,0.2647,2.4327,0.81,0.3268
1674,4045500,1380771.0,612605.311832,5710177.0,21312000.0,1594376.57931,Corona,213605.57931,768165.688168,3.5814,0.3842,9.3211,0.866,0.4437
1675,4045600,951554.0,352240.691612,518645.0,5640052.0,1696420.22215,Briarwood-Jamaica Hills,744866.22215,599313.308388,0.3057,0.2076,1.4724,0.5609,0.3702
1676,4045700,1126378.0,518884.172189,1249500.0,9196648.0,1620253.91001,Elmhurst,493875.91001,607493.827811,0.7712,0.3202,2.4081,0.6952,0.4607
1677,4045800,1883999.0,586960.095449,1071951.0,11762647.0,2638048.10128,Jamaica Estates-Holliswood,754049.10128,1297038.90455,0.4063,0.2225,1.8263,0.7142,0.3116
1678,4045900,1000254.0,490310.867722,1102735.0,9231477.0,1473337.16604,Elmhurst,473083.16604,509943.132278,0.7485,0.3328,2.2491,0.6789,0.4902
1679,4046000,1376578.0,899984.501652,2879097.0,34471771.0,2381695.31835,Jamaica,1005117.31835,476593.498348,1.2088,0.3779,3.1991,0.578,0.6538
1680,4046100,786747.0,447579.640535,1017892.0,9901820.0,1226622.434,Elmhurst,439875.434,339167.359465,0.8298,0.3649,2.2742,0.6414,0.5689
1681,4046200,1695556.0,898159.399281,2466114.0,17840838.0,2685518.57885,Jamaica,989962.57885,797396.600719,0.9183,0.3344,2.7457,0.6314,0.5297
1682,4046300,1104115.0,553637.112461,1406551.0,9917782.0,1710782.36033,Elmhurst,606667.36033,550477.887539,0.8222,0.3236,2.5406,0.6454,0.5014
1683,4046400,1528296.0,408726.071601,812581.0,6415086.0,2430135.78454,Jamaica Estates-Holliswood,901839.78454,1119569.9284,0.3344,0.1682,1.9881,0.6289,0.2674
1684,4046500,907844.0,503313.185181,1100120.0,11795953.0,1396723.10242,Elmhurst,488879.10242,404530.814819,0.7876,0.3604,2.1858,0.65,0.5544
1685,4046600,1921173.0,589457.218692,1936828.0,23500774.0,2589134.11959,Jamaica Estates-Holliswood,667961.11959,1331715.78131,0.7481,0.2277,3.2858,0.742,0.3068
1686,4046700,1021427.0,596073.602213,2014343.0,11352490.0,1528977.78061,Elmhurst,507550.78061,425353.397787,1.3174,0.3899,3.3794,0.668,0.5836
1687,4046800,1591334.0,791661.849774,1311128.0,11687317.0,2471077.98323,Jamaica,879743.98323,799672.150226,0.5306,0.3204,1.6562,0.644,0.4975
1688,4046900,1119184.0,677129.325445,2588174.0,13202983.0,1629557.55254,Elmhurst,510373.55254,442054.674555,1.5883,0.4155,3.8223,0.6868,0.605
1689,4047000,1699297.0,776550.194785,1313490.0,10991062.0,2471021.54936,Jamaica,771724.54936,922746.805215,0.5316,0.3143,1.6914,0.6877,0.457
1690,4047100,1021275.0,497852.121276,1476368.0,12762903.0,1692064.8457,Elmhurst,670789.8457,523422.878724,0.8725,0.2942,2.9655,0.6036,0.4875
1691,4047200,3667346.0,953868.159833,1960616.0,18826838.0,5532951.50377,Jamaica Estates-Holliswood,1865605.50377,2713477.84017,0.3544,0.1724,2.0554,0.6628,0.2601
1692,4047300,1050513.0,638382.052217,3010047.0,23829316.0,1958959.65489,Elmhurst,908446.65489,412130.947783,1.5366,0.3259,4.7151,0.5363,0.6077
1693,4047500,1765442.0,868121.949708,2282301.0,22973138.0,3440538.9067,Elmhurst,1675096.9067,897320.050292,0.6634,0.2523,2.629,0.5131,0.4917
1694,4047600,3607086.0,843690.142973,1257781.0,11806969.0,5807728.67777,Jamaica Estates-Holliswood,2200642.67777,2763395.85703,0.2166,0.1453,1.4908,0.6211,0.2339
1695,4047800,5167015.0,1514015.73587,2987320.0,29322255.0,7028450.39994,Jamaica Estates-Holliswood,1861435.39994,3652999.26413,0.425,0.2154,1.9731,0.7352,0.293
1696,4047900,2275118.0,1068382.47315,2355544.0,19943151.0,4181150.28336,Elmhurst-Maspeth,1906032.28336,1206735.52685,0.5634,0.2555,2.2048,0.5441,0.4696
1697,4048000,1694103.0,665717.314554,972905.0,9872264.0,2484765.36426,Jamaica,790662.36426,1028385.68545,0.3915,0.2679,1.4614,0.6818,0.393
1698,4048100,1038248.0,531795.588912,1697531.0,12025899.0,1496671.33097,Elmhurst,458423.33097,506452.411088,1.1342,0.3553,3.1921,0.6937,0.5122
1699,4048200,1707177.0,559773.854886,937132.0,8092108.0,2454003.58087,Hollis,746826.58087,1147403.14511,0.3819,0.2281,1.6741,0.6957,0.3279
1700,4048300,1363285.0,627630.157212,1428253.0,15817860.0,2399980.59303,Elmhurst-Maspeth,1036695.59303,735654.842788,0.5951,0.2615,2.2756,0.568,0.4604
1701,4048400,3024361.0,1219864.38902,1862333.0,16212879.0,4466742.56934,Hollis,1442381.56934,1804496.61098,0.4169,0.2731,1.5267,0.6771,0.4033
1702,4048500,1932556.0,1037442.54839,2389035.0,25786834.0,3666289.00574,Elmhurst-Maspeth,1733733.00574,895113.45161,0.6516,0.283,2.3028,0.5271,0.5368
1703,4048900,1586589.0,959535.706315,1449383.0,17554824.0,3743760.54742,Elmhurst-Maspeth,2157171.54742,627053.293685,0.3871,0.2563,1.5105,0.4238,0.6048
1704,4049200,3219909.0,997883.535538,1954108.0,23931688.0,5157271.02492,Jamaica Estates-Holliswood,1937362.02492,2222025.46446,0.3789,0.1935,1.9583,0.6243,0.3099
1705,4049301,1191984.0,451632.713752,982598.0,5017185.0,1764042.76764,Maspeth,572058.76764,740351.286248,0.557,0.256,2.1757,0.6757,0.3789
1706,4049302,1750264.0,869655.366681,1835765.0,16638089.0,2966532.18251,Maspeth,1216268.18251,880608.633319,0.6188,0.2932,2.1109,0.59,0.4969
1707,4049500,659293.0,281891.067177,578988.0,2517831.0,1321263.62632,Maspeth,661970.62632,377401.932823,0.4382,0.2133,2.0539,0.499,0.4276
1708,4049600,1932000.0,793668.99972,1098308.0,9930179.0,2943686.95491,Queens Village,1011686.95491,1138331.00028,0.3731,0.2696,1.3838,0.6563,0.4108
1709,4049700,1487782.0,612053.75625,1287946.0,7924081.0,2127232.70338,Maspeth,639450.70338,875728.24375,0.6055,0.2877,2.1043,0.6994,0.4114
1710,4049900,2317501.0,1118354.04081,2264479.0,20854517.0,5062212.01805,Elmhurst,2744711.01805,1199146.95919,0.4473,0.2209,2.0248,0.4578,0.4826
1711,4050000,2049409.0,717182.201769,1811504.0,13678954.0,3612066.0979,Hollis,1562657.0979,1332226.79823,0.5015,0.1986,2.5259,0.5674,0.3499
1712,4050201,1199222.0,421502.21164,584236.0,3816013.0,1810554.36802,Hollis,611332.36802,777719.78836,0.3227,0.2328,1.3861,0.6624,0.3515
1713,4050202,1077409.0,363953.280994,519176.0,3678854.0,1645285.31402,Hollis,567876.31402,713455.719006,0.3156,0.2212,1.4265,0.6548,0.3378
1714,4050400,1522151.0,522182.797324,793134.0,5568025.0,2327566.89971,Hollis,805415.89971,999968.202676,0.3408,0.2243,1.5189,0.654,0.3431
1715,4050500,673296.0,299948.128609,695242.0,4849419.0,1224020.37615,Middle Village,550724.37615,373347.871391,0.568,0.2451,2.3179,0.5501,0.4455
1716,4050600,1477532.0,518652.172101,694570.0,5008644.0,2218356.93256,Hollis,740824.93256,958879.827899,0.3131,0.2338,1.3392,0.666,0.351
1717,4050700,2217421.0,850333.395649,1701520.0,14546010.0,3935014.90756,Middle Village,1717593.90756,1367087.60435,0.4324,0.2161,2.001,0.5635,0.3835
1718,4050800,1586664.0,703513.718175,1053449.0,7624643.0,2363416.27742,Hollis,776752.27742,883150.281825,0.4457,0.2977,1.4974,0.6713,0.4434
1719,4051000,1295197.0,457463.735336,662324.0,5496420.0,1989781.12357,Hollis,694584.12357,837733.264664,0.3329,0.2299,1.4478,0.6509,0.3532
1720,4051100,1517599.0,565685.554646,1005136.0,6572866.0,3048433.92604,Maspeth,1530834.92604,951913.445354,0.3297,0.1856,1.7768,0.4978,0.3728
1721,4051200,2447998.0,906826.173141,1143925.0,10357068.0,4044798.63073,Queens Village,1596800.63073,1541171.82686,0.2828,0.2242,1.2615,0.6052,0.3704
1722,4051300,1405750.0,560812.876985,1134119.0,6090920.0,2082794.29342,Maspeth,677044.29342,844937.123015,0.5445,0.2693,2.0223,0.6749,0.3989
1723,4051500,1540954.0,653814.36259,1610178.0,9930046.0,2419820.73247,Maspeth,878866.73247,887139.63741,0.6654,0.2702,2.4627,0.6368,0.4243
1724,4051600,1282417.0,494613.901056,703230.0,5174559.0,1983892.44753,Queens Village,701475.44753,787803.098944,0.3545,0.2493,1.4218,0.6464,0.3857
1725,4051700,1349805.0,587582.048904,1057214.0,8437074.0,2639981.84185,Maspeth,1290176.84185,762222.951096,0.4005,0.2226,1.7993,0.5113,0.4353
1726,4051800,1235831.0,487298.693658,721708.0,5177558.0,1827884.20896,St. Albans,592053.20896,748532.306342,0.3948,0.2666,1.481,0.6761,0.3943
1727,4052000,1240752.0,518190.213128,798525.0,5985525.0,1853857.83413,St. Albans,613105.83413,722561.786872,0.4307,0.2795,1.541,0.6693,0.4176
1728,4052100,1261768.0,677424.791506,1125656.0,8422443.0,2033478.61567,Maspeth,771710.61567,584343.208494,0.5536,0.3331,1.6617,0.6205,0.5369
1729,4052200,1236920.0,401454.90938,580819.0,5235881.0,1827899.34687,St. Albans,590979.34687,835465.09062,0.3178,0.2196,1.4468,0.6767,0.3246
1730,4052400,1448922.0,529505.654407,728613.0,5166147.0,2111656.3039,St. Albans,662734.3039,919416.345593,0.345,0.2508,1.376,0.6862,0.3654
1731,4052500,1310751.0,697602.994822,1188889.0,6804824.0,2175165.12591,Maspeth,864414.12591,613148.005178,0.5466,0.3207,1.7042,0.6026,0.5322
1732,4052600,1344980.0,498437.365465,741856.0,5463500.0,1962757.76448,St. Albans,617777.76448,846542.634535,0.378,0.2539,1.4884,0.6853,0.3706
1733,4052800,1302388.0,468397.499368,662372.0,5716782.0,1941631.02616,St. Albans,639243.02616,833990.500632,0.3411,0.2412,1.4141,0.6708,0.3596
1734,4053000,1716474.0,601185.570982,851346.0,6879085.0,2477580.92338,St. Albans,761106.92338,1115288.42902,0.3436,0.2427,1.4161,0.6928,0.3502
1735,4053100,2880758.0,1728542.59032,2521091.0,16835572.0,4558842.34543,Maspeth,1678084.34543,1152215.40968,0.553,0.3792,1.4585,0.6319,0.6
1736,4053200,1280976.0,543225.67354,788043.0,6846975.0,2043402.25549,Queens Village,762426.25549,737750.32646,0.3857,0.2658,1.4507,0.6269,0.4241
1737,4053401,1780246.0,603639.896934,1066196.0,9304782.0,2799985.29399,Cambria Heights,1019739.29399,1176606.10307,0.3808,0.2156,1.7663,0.6358,0.3391
1738,4053500,3800977.0,2423993.90686,3161226.0,24138794.0,5465859.14672,Maspeth,1664882.14672,1376983.09314,0.5784,0.4435,1.3041,0.6954,0.6377
1739,4053601,1360245.0,472092.53487,619077.0,4934531.0,2059465.98843,Queens Village,699220.98843,888152.46513,0.3006,0.2292,1.3113,0.6605,0.3471
1740,4053800,1311608.0,480646.034036,658958.0,5080643.0,2031701.23342,Queens Village,720093.23342,830961.965964,0.3243,0.2366,1.371,0.6456,0.3665
1741,4053900,4373901.0,1615466.26329,2814824.0,24530725.0,6525759.68907,Ridgewood,2151858.68907,2758434.73671,0.4313,0.2476,1.7424,0.6703,0.3693
1742,4054000,3661938.0,1339781.61814,1803294.0,15578611.0,5627808.74602,Queens Village,1965870.74602,2322156.38186,0.3204,0.2381,1.346,0.6507,0.3659
1743,4054200,3887957.0,1522221.94925,2045535.0,18905052.0,5824785.49092,Queens Village,1936828.49092,2365735.05075,0.3512,0.2613,1.3438,0.6675,0.3915
1744,4054500,775227.0,506537.263061,1233752.0,3412953.0,1221365.56287,Ridgewood,446138.56287,268689.736939,1.0101,0.4147,2.4357,0.6347,0.6534
1745,4054700,896275.0,587065.511416,1408925.0,4626120.0,1390289.41571,Ridgewood,494014.41571,309209.488584,1.0134,0.4223,2.3999,0.6447,0.655
1746,4054800,1662434.0,629081.911948,785073.0,7750030.0,2423672.42694,Queens Village,761238.42694,1033352.08805,0.3239,0.2596,1.248,0.6859,0.3784
1747,4054900,1109081.0,755598.647816,1848170.0,6577132.0,1767827.17131,Ridgewood,658746.17131,353482.352184,1.0454,0.4274,2.446,0.6274,0.6813
1748,4055100,1065587.0,763549.547281,2007612.0,8215600.0,1669725.76685,Ridgewood,604138.76685,302037.452719,1.2024,0.4573,2.6293,0.6382,0.7166
1749,4055200,2026803.0,720186.458293,1206891.0,14100888.0,4393479.56895,Queens Village,2366676.56895,1306616.54171,0.2747,0.1639,1.6758,0.4613,0.3553
1750,4055300,937459.0,698187.124549,1489156.0,9207139.0,1475828.66868,Ridgewood,538369.66868,239271.875451,1.009,0.4731,2.1329,0.6352,0.7448
1751,4055400,1610805.0,560189.083596,887867.0,8319984.0,2368771.90272,Queens Village,757966.90272,1050615.9164,0.3748,0.2365,1.5849,0.68,0.3478
1752,4055500,1099193.0,804888.578546,1307050.0,6578060.0,1654116.33011,Ridgewood,554923.33011,294304.421454,0.7902,0.4866,1.6239,0.6645,0.7323
1753,4055600,1691367.0,601851.773668,786590.0,7386811.0,2442153.38632,Queens Village,750786.38632,1089515.22633,0.3221,0.2464,1.3069,0.6926,0.3558
1754,4055700,1535883.0,903302.621443,2103911.0,9235879.0,2577327.08316,Ridgewood,1041444.08316,632580.378557,0.8163,0.3505,2.3291,0.5959,0.5881
1755,4055800,1385760.0,508157.296609,642608.0,5761674.0,2070613.57572,Queens Village,684853.57572,877602.703391,0.3103,0.2454,1.2646,0.6693,0.3667
1756,4055900,1059107.0,732800.935113,1158094.0,6899042.0,1757229.9858,Ridgewood,698122.9858,326306.064887,0.659,0.417,1.5804,0.6027,0.6919
1757,4056000,1444485.0,521296.871803,881400.0,9064688.0,2300762.96909,Queens Village,856277.96909,923188.128197,0.3831,0.2266,1.6908,0.6278,0.3609
1758,4056100,20159078.0,143133.281606,273917.0,45766310.0,31235035.6038,park-cemetery-etc-Queens,11075957.6038,20015944.7184,0.0088,0.0046,1.9137,0.6454,0.0071
1759,4056200,1146572.0,407927.870132,541318.0,4576370.0,1729177.39076,Queens Village,582605.39076,738644.129868,0.313,0.2359,1.327,0.6631,0.3558
1760,4056400,1302973.0,484375.743923,828123.0,7815099.0,2025524.24569,Queens Village,722551.24569,818597.256077,0.4088,0.2391,1.7097,0.6433,0.3717
1762,4056600,1376072.0,516950.356403,722328.0,7726530.0,2097114.19117,Queens Village,721042.19117,859121.643597,0.3444,0.2465,1.3973,0.6562,0.3757
1764,4056800,4594065.0,2002516.95475,3132546.0,32193033.0,9138742.14842,Queens Village,4544677.14842,2591548.04525,0.3428,0.2191,1.5643,0.5027,0.4359
1765,4057700,1346827.0,803060.221052,1741762.0,13056559.0,2030058.44917,Glendale,683231.44917,543766.778948,0.858,0.3956,2.1689,0.6634,0.5963
